candidate_id,state_abbreviation,congressional_district,candidate_party,disbursement,ind_support,ind_oppose,party_expenditures
H2OK04055,OK,4,Republican,657141,0,0,0
H2OR01133,OR,1,Democrat,112336,104,0,0
H2PA04135,PA,10,Republican,633160,588395,997021,32384
H2PA17079,PA,8,Democrat,1341799,122252,1112822,0
H2SC02042,SC,6,Democrat,433318,114,0,0
H2SC02059,SC,2,Republican,392752,0,0,0
H2SC04121,SC,5,Conservative,0,0,0,0
H2SC07066,SC,7,Republican,139296,0,0,0
H2TN01098,TN,1,Independent,0,0,0,0
H2TN05131,TN,5,Democrat,119834,0,0,0
H2TN07103,TN,8,Republican,289518,1616,0,0
H2TN08077,TN,8,Independent,39,0,0,0
H2TX00015,TX,30,Democrat,48803,36,0,0
H2TX01062,TX,1,Democrat,4876,0,0,0
H2TX01070,TX,35,Libertarian,0,0,0,0
H2TX03126,TX,32,Republican,1786998,2219977,1e7,0
H2TX14149,TX,14,Republican,111078,5290,0,0
H2TX23082,TX,28,Democrat,179281,0,0,0
H2TX26093,TX,26,Republican,163495,1201,0,0
H2TX27117,TX,3,Libertarian,0,0,0,0
H2TX27190,TX,34,Democrat,81332,36,0,0
H2TX31044,TX,31,Republican,596347,5069,314403,40000
H2TX33040,TX,25,Republican,600955,1335,0,0
H2TX33073,TX,33,Democrat,256859,104,0,0
H2TX35011,TX,20,Democrat,74300,36,0,0
H2UT01094,UT,1,Republican,475321,0,0,0
H2UT02324,UT,2,Republican,240062,0,0,0
H2UT04023,UT,4,Republican,1959439,1099357,1122553,95000
H2WA06129,WA,6,Democrat,387621,3073,0,0
H2WI02124,WI,2,Democrat,119799,68,0,0
H4AL01123,AL,1,Republican,195294,0,0,0
H4AL06098,AL,6,Republican,804437,4020,0,0
H4AR02141,AR,2,Republican,2463059,10955,1143828,0
H4AR04048,AR,4,Republican,504090,0,0,0
H4AZ06045,AZ,6,Republican,806339,30042,0,0
H4AZ07043,AZ,7,Democrat,281775,103,0,35396
H4CA02098,CA,2,Republican,0,0,0,0
H4CA11081,CA,9,Democrat,642499,103,0,0
H4CA12055,CA,17,Democrat,131098,1222,0,0
H4CA16049,CA,19,Democrat,497997,0,0,0
H4CA20082,CA,16,Democrat,1641443,220298,98654,0
H4CA23011,CA,43,Democrat,596272,9827,585214,0
H4CA24142,CA,24,Republican,770254,20104,0,0
H4CA25123,CA,25,Republican,2046643,265042,9830946,95000
H4CA31105,CA,38,Republican,0,0,0,0
H4CA33119,CA,33,Democrat,123341,103,0,0
H4CA35031,CA,35,Democrat,85785,36,0,0
H4CA45097,CA,45,Republican,4273991,328739,7799555,95000
H4CO04090,CO,4,Republican,234923,4024,0,0
H4FL19058,FL,17,Democrat,0,0,0,0
H4FL20023,FL,23,Democrat,296870,103,0,0
H4FL26038,FL,26,Republican,3228482,2237563,5926328,93078
H4GA01039,GA,1,Republican,80631,0,0,48768
H4GA11061,GA,11,Republican,133055,0,0,0
H4IA03115,IA,3,Republican,685311,181030,7616333,91999
H4IL03077,IL,3,Democrat,94064,0,0,0
H4IL07037,IL,7,Democrat,97850,36,0,0
H4IL12060,IL,12,Republican,1596516,67139,3231884,0
H4IL17077,IL,17,Republican,984,0,0,0
H4IN01012,IN,1,Democrat,172601,67,0,0
H4KS01059,KS,1,Democrat,122580,10,0,0
H4LA05221,LA,5,Republican,465090,0,0,0
H4LA06153,LA,6,Republican,363964,0,0,0
H4MA03022,MA,2,Democrat,247031,104,0,0
H4MA05084,MA,5,Democrat,123565,0,0,0
H4MA06090,MA,6,Democrat,681407,36,0,0
H4ME02234,ME,2,Republican,1254198,150121,1e7,95000
H4MI04118,MI,10,Republican,450156,907,0,0
H4MI04126,MI,4,Republican,232439,995,0,0
H4MI07103,MI,7,Republican,729228,2322,0,0
H4MI08135,MI,8,Republican,1880983,1599932,7214165,95000
H4MI12079,MI,12,Democrat,223628,302,0,0
H4MN06087,MN,6,Republican,794341,32811,0,0
H4MN08091,MN,8,Independent,5163,0,0,0
H4MO05234,MO,5,Democrat,114452,36,0,0
H4MO08162,MO,8,Republican,480413,305,0,0
H4MS02068,MS,2,Democrat,564407,36,0,0
H4MS04080,MS,1,Other,0,0,0,0
H4NC01046,NC,1,Democrat,206971,36,0,0
H4NC05146,NC,5,Republican,586117,7206,0,0
H4NC06052,NC,6,Republican,132670,0,0,0
H4NC10047,NC,10,Republican,625949,0,0,0
H4NC12100,NC,12,Democrat,203290,104,0,0
H4NE01064,NE,1,Republican,167517,0,0,0
H4NJ01084,NJ,1,Democrat,227542,104,0,0
H4NJ03130,NJ,3,Republican,2360459,241269,1e7,95000
H4NJ12149,NJ,12,Democrat,123583,104,0,0
H4NY04075,NY,4,Democrat,556873,10,0,0
H4NY09090,NY,9,Unknown,0,0,0,0
H4NY11138,NY,9,Democrat,129804,68,0,0
H4NY21079,NY,21,Republican,842328,116896,0,0
H4NY22051,NY,22,Republican,1289399,290581,1e7,92150
H4NY24073,NY,24,Republican,1420126,496970,3605493,97000
H4NY27076,NY,26,Democrat,167709,0,0,0
H4OH04046,OH,4,Democrat,379331,764,0,0
H4OK05132,OK,5,Republican,168616,113012,0,0
H4OK06056,OK,3,Republican,134338,0,0,0
H4PA03117,PA,16,Republican,0,491,0,0
H4PA13199,PA,2,Democrat,126376,261,73,0
H4PA18131,PA,18,Democrat,192704,78,89,0
H4PA21069,PA,16,Democrat,862705,1429455,89,90000
H4TX04039,TX,1,Republican,100098,4056,0,0
H4TX04153,TX,4,Republican,70504,1476,0,0
H4TX09095,TX,9,Democrat,151517,36,0,0
H4TX10028,TX,35,Democrat,108640,36,0,0
H4TX10093,TX,10,Republican,634932,1172,0,0
H4TX13014,TX,13,Republican,187449,1420,0,0
H4TX18054,TX,18,Democrat,98258,36,0,0
H4TX19136,TX,11,Republican,872337,1539,0,0
H4TX21033,TX,11,Libertarian,0,0,0,0
H4TX23088,TX,23,Libertarian,0,0,0,0
H4TX24094,TX,24,Republican,665348,905,0,0
H4TX33020,TX,33,Libertarian,0,0,0,0
H4VA07143,VA,7,Republican,1293596,1504841,5600170,0
H4VA08224,VA,8,Democrat,301832,214,0,1418
H4VA10089,VA,10,Republican,2982998,160648,9210409,95000
H4WA04104,WA,4,Republican,374897,0,886,0
H4WA05077,WA,5,Republican,3001324,82877,36829,63894
H4WA07073,WA,7,Republican,20368,0,0,0
H4WI04183,WI,4,Democrat,175316,3972,0,0
H4WI04266,WI,4,Independent,0,0,0,0
H4WI06048,WI,6,Republican,807128,1914,326787,0
H4WV02080,WV,2,Republican,579702,4236,0,0
H6AK00045,AK,0,Republican,699294,0,2406,0
H6AL04098,AL,4,Republican,532205,0,0,0
H6AZ01199,AZ,1,Democrat,2036218,770270,68324,90396
H6AZ05083,AZ,5,Unknown,165850,5052,0,0
H6CA03067,CA,3,Republican,16543,0,0,0
H6CA05195,CA,6,Democrat,255936,175,0,0
H6CA17141,CA,17,Republican,141,0,0,0
H6CA20152,CA,20,Democrat,247980,1881,0,0
H6CA22125,CA,23,Republican,4778250,0,1344,0
H6CA24113,CA,30,Democrat,44777,103,0,0
H6CA24303,CA,24,Democrat,1036395,94504,117588,0
H6CA29203,CA,29,Republican,592,0,0,0
H6CA30185,CA,30,Republican,0,0,0,0
H6CA31134,CA,31,Republican,596396,512,0,0
H6CA33106,CA,33,Republican,129973,0,0,0
H6CA34237,CA,34,Green,24091,0,0,0
H6CA44103,CA,44,Democrat,258952,36,0,0
H6CA44145,CA,43,Republican,369567,0,0,0
H6CA46116,CA,46,Democrat,139143,36,0,0
H6CO01141,CO,1,Democrat,281847,36,0,0
H6CO03139,CO,3,Republican,1286430,1473,0,0
H6CO05159,CO,5,Republican,41010,0,0,0
H6CO07023,CO,7,Democrat,621944,67,0,75470
H6CT03145,CT,3,Republican,0,0,0,0
H6DE00206,DE,0,Democrat,282765,113,0,0
H6DE00214,DE,0,Republican,0,0,0,0
H6FL01119,FL,1,Republican,562008,89400,15000,0
H6FL02208,FL,2,Republican,285170,0,0,49276
H6FL04105,FL,4,Republican,252193,25000,0,0
H6FL07140,FL,7,Democrat,1512711,537328,87879,0
H6FL09070,FL,12,Republican,687566,0,0,0
H6FL09179,FL,9,Democrat,501961,1802090,30000,0
H6FL09195,FL,9,Republican,64348,17892,0,0
H6FL11126,FL,14,Democrat,75435,103,0,0
H6FL13148,FL,16,Republican,2354530,69472,1851517,0
H6FL13205,FL,13,Democrat,561041,937,0,0
H6FL18097,FL,18,Republican,2050858,1784695,1786500,95000
H6FL19087,FL,19,Republican,411774,550735,0,0
H6GA03113,GA,3,Republican,186368,0,0,0
H6GA04129,GA,4,Democrat,48985,103,0,0
H6GA05217,GA,5,Democrat,337767,67,0,0
H6IA02146,IA,2,Democrat,1017819,2967,0,0
H6IA02161,IA,2,Republican,328767,0,0,0
H6IL03148,IL,3,Republican,0,0,0,0
H6IL06117,IL,6,Republican,3762399,733248,1e7,95000
H6IL08147,IL,8,Democrat,866791,103,0,0
H6IL11133,IL,11,Republican,130189,0,0,0
H6IL18088,IL,18,Republican,235493,0,0,0
H6IL18161,IL,18,Democrat,14536,0,0,0
H6IN03229,IN,3,Republican,547483,10233,0,142
H6IN09176,IN,9,Republican,373882,0,157740,2511
H6KS01179,KS,1,Republican,86733,0,374565,0
H6KY01110,KY,1,Republican,104912,0,0,0
H6KY03124,KY,3,Democrat,202229,113,0,0
H6KY05111,KY,5,Democrat,664,0,0,0
H6LA03148,LA,3,Republican,191449,0,0,0
H6LA03155,LA,3,Democrat,15175,0,0,0
H6LA04138,LA,4,Republican,374007,4021,0,0
H6LA04161,LA,4,Other,0,0,0,0
H6LA06133,LA,6,Independent,0,0,0,0
H6MD03292,MD,3,Democrat,112432,68,0,0
H6MD04209,MD,4,Democrat,66893,339,0,0
H6MD06212,MD,6,Republican,396680,1920131,0,0
H6MD07160,MD,7,Democrat,197172,103,0,0
H6MD08457,MD,8,Democrat,71574,67,0,0
H6MD08606,MD,8,Libertarian,0,0,0,0
H6ME01207,ME,1,Republican,72093,51,0,0
H6MI01226,MI,1,Republican,604129,100928,217200,0
H6MI04113,MI,6,Republican,1506369,1248711,2706701,0
H6MI07223,MI,7,Democrat,1108933,164971,1101,95000
H6MI12264,MI,12,Republican,0,0,0,0
H6MN02131,MN,2,Democrat,2944963,1878082,4823664,89221
H6MN02149,MN,2,Republican,1419502,61945,7769482,0
H6MN04236,MN,4,Republican,13667,5000,0,0
H6MN04269,MN,4,Other,0,0,0,0
H6MN07304,MN,7,Republican,116689,43000,0,0
H6MO01246,MO,1,Libertarian,0,0,0,0
H6MO03358,MO,6,Libertarian,0,0,0,0
H6MO04232,MO,4,Libertarian,0,0,0,0
H6MO05189,MO,5,Republican,8283,4878,0,0
H6MO07292,MO,7,Libertarian,0,0,0,0
H6MO08159,MO,8,Libertarian,0,0,0,0
H6MS01131,MS,1,Republican,95843,0,0,0
H6MS03194,MS,4,Other,0,0,0,0
H6NC04037,NC,4,Democrat,199566,104,0,0
H6NC12089,NC,12,Republican,0,0,0,0
H6NC13129,NC,13,Republican,1003682,700264,1893872,0
H6NE02125,NE,2,Republican,927279,494200,80167,95000
H6NE03115,NE,3,Republican,345102,0,0,0
H6NJ05171,NJ,5,Democrat,920109,723598,0,0
H6NJ08118,NJ,9,Democrat,207083,104,0,0
H6NJ08167,NJ,10,Republican,0,0,0,0
H6NJ12136,NJ,7,Republican,1452243,3684930,5532098,0
H6NJ13191,NJ,8,Democrat,212418,9104,0,0
H6NM03059,NM,3,Republican,0,0,0,0
H6NY03247,NY,3,Democrat,509840,94061,0,0
H6NY11174,NY,11,Republican,628349,53084,393487,0
H6NY19169,NY,19,Republican,1825489,2556022,8735314,95034
H6NY20209,NY,20,Republican,0,0,0,0
H6OH04082,OH,4,Republican,1183849,6906,6462,0
H6OH08315,OH,8,Republican,86521,5010,0,0
H6OH09073,OH,1,Libertarian,426,0,0,0
H6OH11160,OH,11,Republican,1595,0,0,0
H6OH12119,OH,12,Green,0,0,0,0
H6OR02116,OR,2,Republican,1947017,118,0,0
H6OR03064,OR,3,Democrat,501237,150,0,0
H6OR04047,OR,4,Democrat,346905,104,0,0
H6PA01165,PA,3,Democrat,3821,0,0,0
H6PA02171,PA,3,Democrat,126761,1656,89,0
H6PA08277,PA,1,Republican,1922706,1555507,2762288,95000
H6PA16320,PA,11,Republican,465722,8295,31406,61700
H6RI02284,RI,2,Republican,0,0,0,0
H6TN01388,TN,1,Republican,230674,1565,0,0
H6TN04218,TN,4,Independent,0,0,0,0
H6TN05314,TN,5,Republican,0,0,0,0
H6TN08250,TN,8,Democrat,3095,0,0,0
H6TN09068,TN,9,Democrat,206446,0,0,0
H6TX02079,TX,36,Republican,172088,1335,0,0
H6TX08100,TX,8,Republican,1768522,1923,0,0
H6TX12060,TX,12,Republican,350384,1193,0,0
H6TX13142,TX,13,Libertarian,0,0,0,0
H6TX15162,TX,15,Democrat,132006,92601,0,0
H6TX15204,TX,15,Republican,0,0,0,0
H6TX18158,TX,18,Republican,3081,0,0,0
H6TX19099,TX,19,Republican,347440,1060,0,0
H6TX24149,TX,24,Democrat,43091,0,0,0
H6TX34031,TX,34,Republican,29520,0,0,0
H6VA01117,VA,3,Democrat,242244,68,0,0
H6VA04061,VA,4,Democrat,297256,104,0,0
H6VT00160,VT,0,Democrat,222584,104,0,0
H6WA03234,WA,3,Republican,0,78,5162,0
H6WA07458,WA,7,Democrat,519431,2493,0,0
H6WI03099,WI,3,Democrat,773590,78,0,0
H6WI08155,WI,8,Republican,901243,88089,0,0
H6WY00159,WY,0,Republican,221700,0,62830,0
H8AK00140,AK,0,Independent,1412899,7428,0,111159
H8AL02197,AL,2,Democrat,329504,667,0,0
H8AL03054,AL,3,Democrat,319289,0,0,0
H8AL04094,AL,4,Democrat,51496,0,0,0
H8AL05190,AL,5,Democrat,266453,0,0,0
H8AL06099,AL,6,Democrat,124655,0,0,0
H8AR01029,AR,1,Democrat,69117,0,0,0
H8AR01045,AR,1,Libertarian,0,0,0,0
H8AR02159,AR,2,Democrat,1540004,24535,808792,90000
H8AR02175,AR,2,Libertarian,0,0,0,0
H8AR03074,AR,3,Democrat,107735,0,0,0
H8AR03090,AR,3,Libertarian,0,0,0,0
H8AR04130,AR,4,Democrat,65174,0,0,0
H8AR04171,AR,4,Libertarian,0,0,0,0
H8AZ02151,AZ,2,Democrat,1757144,960648,1107157,46396
H8AZ02185,AZ,2,Republican,929211,10921,3393453,80000
H8AZ03159,AZ,3,Republican,46930,0,0,15000
H8AZ04140,AZ,4,Democrat,189690,4095,0,396
H8AZ04173,AZ,4,Green,0,0,0,0
H8AZ05154,AZ,5,Democrat,105220,0,0,396
H8AZ06103,AZ,6,Democrat,264661,38811,3575,8836
H8AZ08083,AZ,8,Democrat,1302791,162061,0,396
H8AZ08158,AZ,8,Republican,353970,320176,0,95000
H8AZ09024,AZ,9,Republican,1002555,649080,0,0
H8AZ09040,AZ,9,Democrat,1855074,5346,210938,396
H8CA01109,CA,5,Democrat,401425,103,0,0
H8CA01257,CA,1,Democrat,753559,87111,0,190
H8CA04152,CA,4,Republican,858323,5180,655681,0
H8CA04210,CA,4,Democrat,1199953,115154,0,90000
H8CA05035,CA,12,Democrat,1302121,103,1826044,0
H8CA05209,CA,5,Other,0,0,0,0
H8CA06090,CA,6,Democrat,0,0,0,0
H8CA07056,CA,7,Republican,97514,5435,95750,0
H8CA08120,CA,8,Republican,156989,22500,8000,0
H8CA09060,CA,13,Democrat,374546,7873,0,0
H8CA09144,CA,9,Republican,56038,0,0,0
H8CA10126,CA,10,Democrat,4610481,1343695,5772717,0
H8CA10167,CA,21,Democrat,1790531,35931,419953,84999
H8CA12098,CA,18,Democrat,287429,1901,550872,0
H8CA12171,CA,14,Democrat,309326,103,0,0
H8CA12270,CA,12,Republican,13416,0,0,0
H8CA13096,CA,13,Green,6628,0,0,0
H8CA14185,CA,14,Republican,0,0,0,0
H8CA15117,CA,15,Republican,40412,0,0,0
H8CA16065,CA,16,Unknown,973138,0,0,0
H8CA18087,CA,18,Republican,0,0,0,0
H8CA19051,CA,19,Republican,12809,0,0,0
H8CA20059,CA,22,Republican,5246311,260,850492,0
H8CA22139,CA,22,Democrat,4833093,211450,260,202
H8CA23103,CA,23,Democrat,58929,1480,0,0
H8CA25074,CA,25,Democrat,4143106,6259551,5366756,90000
H8CA26114,CA,26,Republican,114800,0,0,0
H8CA27112,CA,27,Democrat,1500,0,0,0
H8CA28185,CA,28,Republican,11979,0,0,0
H8CA32088,CA,32,Republican,4931,0,0,0
H8CA34068,CA,32,Democrat,124879,103,0,0
H8CA34266,CA,34,Democrat,26946,113,0,0
H8CA35115,CA,35,Republican,1955,0,0,0
H8CA36170,CA,36,Republican,416288,5000,0,0
H8CA37293,CA,37,Republican,4600,103,0,0
H8CA39174,CA,39,Democrat,5476739,840716,4862724,90000
H8CA39240,CA,39,Republican,1734620,247106,4747560,97000
H8CA40214,CA,40,Green,0,0,0,0
H8CA41170,CA,41,Republican,22674,0,0,0
H8CA42061,CA,48,Republican,1145450,205836,1e7,95000
H8CA42228,CA,42,Democrat,47136,408,0,0
H8CA44117,CA,44,Democrat,2,0,0,0
H8CA45130,CA,45,Democrat,3844920,5161390,5200273,90000
H8CA46120,CA,46,Republican,0,0,0,0
H8CA47078,CA,47,Republican,40479,0,0,0
H8CA48035,CA,48,Democrat,3763082,846912,3098590,0
H8CA49058,CA,49,Democrat,2612067,1221951,743,89000
H8CA49082,CA,49,Republican,1126428,20236,5164520,95000
H8CA50098,CA,50,Democrat,1953027,709866,0,261
H8CA51062,CA,51,Republican,29205,0,0,0
H8CA52052,CA,50,Republican,432933,10887,161339,0
H8CA52102,CA,52,Republican,75210,0,0,0
H8CA53084,CA,53,Republican,48570,0,0,0
H8CO01147,CO,1,Libertarian,0,0,0,0
H8CO01162,CO,1,Republican,13837,0,0,0
H8CO02160,CO,2,Democrat,170513,3693,0,0
H8CO02251,CO,2,Republican,28707,0,0,0
H8CO03192,CO,3,Democrat,908667,17998,0,0
H8CO04091,CO,4,Democrat,386313,50037,0,0
H8CO05130,CO,5,Democrat,151360,20305,0,0
H8CO06138,CO,6,Republican,2355060,2214058,1e7,95000
H8CO06229,CO,6,Democrat,3446181,4900873,6736591,704
H8CO07094,CO,7,Republican,13100,0,0,0
H8CO07128,CO,7,Libertarian,0,0,0,0
H8CT01046,CT,1,Democrat,416436,103,0,0
H8CT01145,CT,1,Republican,0,0,0,0
H8CT02101,CT,2,Republican,0,0,0,0
H8CT04172,CT,4,Democrat,633137,103,0,0
H8CT04214,CT,4,Republican,276372,0,0,0
H8CT05187,CT,5,Republican,19904,982,0,574
H8CT05245,CT,5,Democrat,616514,162145,0,5580
H8FL01115,FL,1,Democrat,17615,0,0,0
H8FL02097,FL,2,Democrat,74849,0,0,0
H8FL03038,FL,3,Democrat,14636,10963,0,0
H8FL04085,FL,4,Democrat,30742,0,0,0
H8FL05157,FL,5,Republican,28837,0,0,0
H8FL06098,FL,6,Democrat,1766702,1676243,752760,90000
H8FL06148,FL,6,Republican,941406,3395245,684937,0
H8FL07062,FL,7,Republican,641883,491,813549,0
H8FL08102,FL,8,Democrat,113843,0,0,0
H8FL11130,FL,11,Democrat,28260,0,0,0
H8FL12088,FL,12,Democrat,279274,25839,0,0
H8FL12096,FL,12,Other,5056,0,0,0
H8FL13136,FL,13,Republican,8579,0,0,0
H8FL15107,FL,8,Republican,375072,4020,0,0
H8FL15230,FL,15,Republican,411212,129106,1220235,20800
H8FL15271,FL,15,Democrat,907831,166815,1012109,90000
H8FL16055,FL,16,Democrat,1913449,193529,123412,90000
H8FL17053,FL,17,Republican,235772,715937,0,0
H8FL18028,FL,18,Democrat,3662562,437353,1454913,90000
H8FL19067,FL,19,Democrat,253178,10,0,0
H8FL22061,FL,22,Republican,32255,0,0,0
